CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
04.066.582/0001-60;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;1641980.58;1641980.58;0;0;0;0;0;0;0;0;0;0;1641980.58;1641980.58;0;0;0;0;0;0;0;0;0;0;1641980.58;1641980.58;36159.6;36159.6;0;0;0;0;-7899.95;-7899.95;28259.65;28259.65;0;0;-82250.51;-82250.51;0;0;0;0;0;0;0;0;0;0;-11124.99;-32585;0;0;-3162.3;0;0;0;-22295.6;-22295.6;0;0;-1725;0;0;0;-22;-22;-3863.19;-3863.19;-124443.59;-141016.3;1545796.64;1529223.93;1529223.93;1452762.7335;;0;1529223.93;-1042000;487223.93;1
04.066.582/0001-60;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;1641980.58;1641980.58;0;0;0;0;0;0;0;0;0;0;1641980.58;1641980.58;0;0;0;0;0;0;0;0;0;0;1641980.58;1641980.58;37562.82;37562.82;0;0;0;0;-9213.98;-9213.98;28348.84;28348.84;0;0;-75978.68;-75978.68;0;0;0;0;0;0;0;0;0;0;-12125.03;-1000;0;0;-3162.27;-6324.57;0;0;-45280;-45280;0;0;-1725;0;0;0;0;0;-6518.88;-6518.88;-144789.86;-135102.13;1525539.56;1535227.29;3064451.22;2911228.659;;0;3064451.22;-2499290.93;565160.29;1
04.141.645/0001-03;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;5029589.56;4731360.88;0;0;0;0;0;0;0;0;-682451.66;-939320.66;4347137.9;3792040.22;0;0;0;0;0;0;0;0;0;0;4347137.9;3792040.22;74866.24;74866.24;0;0;0;0;0;0;74866.24;74866.24;;;-131221.4;-143596.41;0;0;-77979.26;-70168.75;0;0;0;0;0;0;0;-2550;0;0;-21657.32;-21657.32;0;0;0;0;0;0;0;0;0;0;0;0;-36821.65;-36821.65;-267679.63;-274794.13;4154324.51;3592112.33;3592112.33;3412506.7135;;0;3548321.9035;-918999.61;2629322.2935;0.987809
04.141.645/0001-03;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;5629450.51;5572506.13;0;0;0;0;0;0;0;0;-752162.7;-954811.81;4877287.81;4617694.32;0;0;0;0;0;0;0;0;0;0;4877287.81;4617694.32;82025.77;82025.77;0;0;0;0;0;0;82025.77;82025.77;;;-165217.23;-163314.96;0;0;-95226.38;-92204.63;0;0;0;0;0;0;0;0;0;0;-18658.86;-18658.86;0;0;0;0;0;0;0;0;0;0;0;0;-43729.52;-43729.52;-322831.99;-317907.97;4636481.59;4381812.12;7973924.45;7575228.2275;;0;7869818.9975;-6457966.81;1411852.1875;0.986944
04.644.612/0001-78;2024-03-28;1;0;0;;;;;;;0;0;;;;;;;;;;;;;0;0;3110.21;3110.21;;;;;;;3110.21;3110.21;3110.21;3110.21;;;;;;;;;0;0;;;-49825.53;-49825.53;0;0;0;0;0;0;0;0;-28234.47;-28234.47;-3760.05;-3760.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8989.69;-8989.69;-90809.74;-90809.74;-87699.53;-87699.53;0;0;;0;0;0;0;0
04.644.612/0001-78;2024-06-28;1;0;0;;;;;;;0;0;;;;;;;;;;;;;0;0;-3110.21;0;;;;;;;-3110.21;0;-3110.21;0;13167.65;13167.65;;;;;;;13167.65;13167.65;;;-49825.53;-49825.53;;;-7531.49;0;;;;;28234.47;-28234.47;-3760.05;-3760.05;;;-1671.54;-7115.15;;;;-7531.49;;;;;;;;;-64257.41;-7754.91;-98811.55;-104221.6;-88754.11;-91053.95;-178753.48;0;;0;0;0;0;0
04.644.612/0001-78;2024-09-30;1;0;0;;;;;;;0;0;;;;;;;;;;;;;0;0;;0;;;;;;;0;0;0;0;-404564.67;;;;;;;;-404564.67;0;;;-99651.06;-49825.53;;;;;;;;;-56468.94;-28234.47;-7520.1;-3760.05;;;-2828.84;;;;-5616.72;-5616.72;;;;;;;-223327.98;-221815.95;-18179.11;-10799.9;-413592.75;-320052.62;-818157.42;-320052.62;0;0;;0;0;0;0;0
04.722.883/0001-02;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;9867876.29;9709795.23;-16780.64;-16780.64;0;0;0;0;0;0;-3020971.34;-2909915.22;6830124.31;6783099.37;0;0;0;0;0;0;0;0;0;0;6830124.31;6783099.37;179607.45;179607.45;0;0;0;0;-17972.38;-17972.38;161635.07;161635.07;0;0;-260796.68;-260796.68;0;0;-173008.6;-173008.6;0;0;0;0;0;0;-11637.51;-32585.15;0;0;-12649.17;0;-147747;-147747;-74408.63;-74408.63;0;0;-2250;-4500;0;0;-323.6;-323.6;-40205.61;-40205.61;-723026.8;-733575.27;6268732.58;6211159.17;6211159.17;5900601.2115;;0;6211159.17;-1495513.56;4715645.61;1
04.722.883/0001-02;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;9089015.64;9018615.9;0;0;0;0;0;0;0;0;-2721123.06;-2595737.43;6367892.58;6422878.47;0;0;0;0;0;0;0;0;0;0;6367892.58;6422878.47;193180.66;193180.66;0;0;0;0;-59706.97;-59706.97;133473.69;133473.69;0;0;-265906.98;-265906.98;0;0;-35563.07;-35563.07;0;0;0;0;0;0;-12637.51;-1000;0;0;-202636.08;-215285.25;0;0;-47726.92;-47726.92;0;0;-2250;0;0;0;-10709.81;-10709.81;220435.14;-1529835.58;-356995.23;-2106027.61;6144371.04;4450324.55;10661483.72;10128409.534;;0;3266516.464;-3266516.46;0.004;0.306385
05.437.916/0001-27;2024-03-31;1;;;;;;;;;0;0;2473225.02;2473225.02;-4480;-4480;;;;;;;;;2468745.02;2468745.02;;;;;;;;;0;0;2468745.02;2468745.02;51598.39;51434.03;;;;;;;51598.39;51434.03;;;-176294.49;-176294.49;;;;;;;;;;;-3750;-7200;;;-17871.4;-16739.92;;;-18563.39;-18563.39;;;;-12155;;;;;-179186.92;-44514.41;-395666.2;-275467.21;2124677.21;2244711.84;2244711.84;2132476.248;;;2165398.928;-1443599.36;721799.568;0.964667
05.437.916/0001-27;2024-06-30;1;;;;;;;;;0;0;2473225.02;2470647.33;0;0;;;;;;;;;2473225.02;2470647.33;;;;;;;;;0;0;2473225.02;2470647.33;49563.79;49364.43;;;;;;;49563.79;49364.43;;;-176294.49;-176294.49;;;;;;;;;;;-3750;;;;-31813.41;-26860.33;;;-519.16;-5507.49;;;;;;;;;-52707.98;-62750.48;-265085.04;-271412.79;2257703.77;2248598.97;4493310.81;4268645.2695;;;4330798.0795;-3608998.4;721799.6795;0.963832
05.562.312/0001-02;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;895236.72;914748.96;-301793.62;-301793.62;0;0;0;0;0;0;-140986.37;-140986.37;452456.73;471968.97;0;0;0;0;0;0;0;0;0;0;452456.73;471968.97;13758.67;13758.67;0;0;0;0;0;0;13758.67;13758.67;0;0;-219621.2;-219621.2;0;0;0;0;0;0;0;0;0;0;-11375.01;-31850;-15000;-15000;-2026655.58;-1564085.24;0;0;-1720;-1720;-44830.49;-44830.49;-1899.99;0;0;0;-380;-380;-5555.77;-5555.77;-2327038.04;-1883042.7;-1860822.64;-1397315.06;-26514239.59;0;;0;0;0;0;0
05.562.312/0001-02;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;895236.72;895236.72;-629054.43;-629054.43;0;0;0;0;0;0;-560318.28;-560318.28;-294135.99;-294135.99;0;0;0;0;0;0;0;0;0;0;-294135.99;-294135.99;119790.95;119790.95;0;0;0;0;0;0;119790.95;119790.95;0;0;-212431.58;-212431.58;0;0;-11578.95;-11578.95;0;0;0;0;0;0;-11375.01;-1000;-9000;-9000;-1985057.22;-15178.98;0;0;-720;-720;-14943.5;-14943.5;-1899.99;0;0;0;0;0;-8763.52;-8763.52;-2255769.77;-273616.53;-2430114.81;-447961.57;-26972201.16;0;;0;0;0;0;0
06.175.262/0001-73;2024-03-31;1;;0;;0;;0;;0;0;0;1357383.08;1357383.08;-20807.22;0;0;0;0;0;0;0;-29479.82;0;1307096.04;1357383.08;;0;;0;;0;;0;0;0;1307096.04;1357383.08;0;17860.93;16518.39;0;0;0;0;0;16518.39;17860.93;0;0;-56166.8;-44327.08;0;0;0;0;0;0;0;0;0;-12654.15;0;-26514;0;0;-1889.32;0;0;0;0;0;0;0;0;0;0;0;0;0;-38.01;-51960.73;-58094.13;-135455.96;1265520.3;1239788.05;1239788.05;1177798.6475;;0;1239428.4575;-1239428.45;0.0075;0.99971
06.175.262/0001-73;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;1379545.08;1368464.38;-22100.3;0;0;0;0;0;0;0;-18451.9;0;1338992.88;1368464.38;0;0;0;0;0;0;0;0;0;0;1338992.88;1368464.38;0;17229.77;-23525.54;0;0;0;0;0;-23525.54;17229.77;0;0;-39464.18;-43007.59;0;0;0;0;0;0;0;0;0;-13936.1;0;0;0;0;-5949.47;-3162.29;0;0;-8383.83;0;0;-987.64;0;0;0;0;0;0;15159.28;-62847.56;-38638.2;-123941.18;1276829.14;1261752.97;2501541.02;2376463.969;;0;2501218.599;-2081696.3;419522.299;0.999871
07.000.400/0001-46;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;48160460.69;48160660.79;-912846.18;-912846.18;0;0;0;0;0;0;-554735.53;-554735.53;46692878.98;46693079.08;0;0;0;0;0;0;0;0;0;0;46692878.98;46693079.08;691338.88;691338.88;0;0;0;0;-37280.38;-37280.38;654058.5;654058.5;0;0;-160424.46;-160424.46;0;0;0;0;0;0;0;0;0;0;-12287.49;-34405;-16000;-16000;-1187180.65;-944161.55;0;0;-131297.16;-131297.16;-26611.58;-26611.58;-5574.99;0;0;0;-72;-72;-10332.52;-10332.52;-1549780.85;-1323304.27;45797156.63;46023833.31;46023833.31;43722641.6445;;0;45967445.37;-1071370.93;44896074.44;0.998775
07.000.400/0001-46;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;48160460.69;48160660.79;-912846.18;-912846.18;0;0;0;0;0;0;-554735.53;-554735.53;46692878.98;46693079.08;0;0;0;0;0;0;0;0;0;0;46692878.98;46693079.08;691338.88;691338.88;0;0;0;0;-37280.38;-37280.38;654058.5;654058.5;0;0;-160424.46;-160424.46;0;0;0;0;0;0;0;0;0;0;-12287.49;-34405;-16000;-16000;-1187180.65;-944161.55;0;0;-131297.16;-131297.16;-26611.58;-26611.58;-5574.99;0;0;0;-72;-72;-10332.52;-10332.52;-1549780.85;-1323304.27;45797156.63;46023833.31;46023833.31;43722641.6445;;0;45967445.37;-1071370.93;44896074.44;0.998775
07.122.725/0001-00;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;2301022.56;2381349.97;0;0;0;0;0;0;0;0;-663495.77;-599964.83;1637526.79;1781385.14;0;0;0;0;0;0;0;0;0;0;1637526.79;1781385.14;187532.47;187532.47;0;0;0;0;0;0;187532.47;187532.47;0;0;-305620.89;-305620.89;0;0;0;0;0;0;0;0;0;0;-11637.51;0;0;0;-243965.83;-190081.37;0;0;-285744.56;-285744.56;0;0;-2137.5;-4275;0;0;-228;-228;-17823.3;-17823.3;-867157.59;-803773.12;957901.67;1165144.49;562190.34;534080.823;;0;562190.34;0;562190.34;1
07.122.725/0001-00;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;2256714.88;2069547.9;0;0;0;0;0;0;0;0;-878137.06;-814606.12;1378577.82;1254941.78;0;0;0;0;0;0;0;0;0;0;1378577.82;1254941.78;256976.54;256976.54;0;0;0;0;0;0;256976.54;256976.54;0;0;-305620.89;-305620.89;0;0;0;0;0;0;0;0;0;0;-12637.51;-1000;0;0;-251280.19;-305164.69;0;0;-400;-400;0;0;-2137.5;0;0;0;-143.09;-143.09;-19798.16;-19798.16;-592017.34;-632126.83;1043537.02;879791.49;1441981.83;1369882.7385;;0;1441981.83;0;1441981.83;1
07.224.019/0001-60;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;36268265.71;36212088.31;-346917.96;-346917.96;0;0;0;0;-1691261.7;0;-3721287.82;-3721287.82;30508798.23;32143882.53;0;0;0;0;0;0;0;0;0;0;30508798.23;32143882.53;1507243.49;1507243.49;0;0;0;0;-42718.78;-42718.78;1464524.71;1464524.71;0;0;-449936.7;-449936.7;0;0;-25266.78;-25266.78;0;0;0;0;0;0;-26392.65;-52042.65;0;0;-14230.29;0;-1097395.67;-1097395.67;-82102.34;-82102.34;0;0;-4127.49;-8255;0;0;-365.26;-365.26;-204370.73;4875754.57;-1904187.91;3160390.17;30069135.03;36768797.41;36768797.41;34930357.5395;;0;34930357.5395;-26872212.57;8058144.9695;0.95
07.224.019/0001-60;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;37830454.24;39028177.86;257753.64;257753.64;0;0;0;0;30594062.42;0;-3036151.62;-3036151.62;65646118.68;36249779.88;0;0;0;0;0;0;0;0;0;0;65646118.68;36249779.88;1537238.7;1537238.7;0;0;0;0;-70151.25;-70151.25;1467087.45;1467087.45;0;0;-444155.19;-444155.19;0;0;-176785.11;-176785.11;0;0;0;0;0;0;-34826.78;-20576.78;0;0;-14230.3;-28460.59;-829342.35;-829342.35;0;0;0;0;-12881.45;-8753.96;0;0;0;0;-9833952.32;29887.27;-11346173.5;-1478186.71;55767032.63;36238680.62;73007478.03;69357104.1285;;0;69357104.1285;-57191084.11;12166020.0185;0.95
07.583.627/0001-61;2024-03-31;1;;;;;;;;;0;0;87226653.99;52272365.98;;;;;-19091795.36;-51724879.19;0;0;;;68134858.63;547486.79;;;;;;;;;0;0;68134858.63;547486.79;176162.72;176162.72;;;;;;;176162.72;176162.72;;;-773892.69;-761976.61;;;-999478.27;-866989.07;;;;;;;-66862.66;-192510;;;-13839.64;0;;;-448300.35;-448300.35;;;-231968.04;-477031.05;;;;;-310889.32;-3344.59;-2845230.97;-2750151.67;65465790.38;-2026502.16;-2026502.16;0;;;0;0;0;0
07.583.627/0001-61;2024-06-30;1;;;;;;;;;0;0;85875933.22;10081045.03;;;;;-6297418.95;-6297418.95;0;0;;;79578514.27;3783626.08;;;;;;;;;0;0;79578514.27;3783626.08;182520.75;182520.75;;;;;;;182520.75;182520.75;;;-780365.91;-777207.41;;;-1077509.64;-1061349.05;;;;;;;-74681.49;-96230.38;;;-14062.86;-27902.5;;;-435656.47;1514099.23;-364989.96;-923113.62;-235709.46;0;;;;;-104275.57;-104275.57;-3087251.36;-1475979.3;76673783.66;2490167.53;463665.37;440482.1015;;;284542.8115;0;284542.8115;0.613681
07.583.627/0001-61;2024-09-30;1;;;;;;;;;0;0;85520895.86;9503887.86;-31002.15;-31002.15;;;-8058529.18;-8058529.18;0;0;734100;734100;78165464.53;2148456.53;;;;;;;;;0;0;78165464.53;2148456.53;133835.38;133835.38;;;;;;;133835.38;133835.38;;;-783868.61;-783517.51;;;-1075545.59;-1060142.05;;;;;;;-74735.1;0;;;-14732.52;-14732.52;;;-166130.6;-166130.6;-409655.19;-149309.92;-251310.53;-485889.21;;;;;-83282.42;-83282.42;-2859260.56;-2743004.23;75440039.35;-460712.32;-460712.32;0;;;0;0;0;0
07.789.135/0001-27;2024-03-31;2;;;;;;;;;0;0;40667143.96;46613859.25;0;0;0;0;0;0;0;0;-8032406.42;-8032406.42;32634737.54;38581452.83;;;-53854.46;-53854.46;0;0;7733206.02;7733206.02;7679351.56;7679351.56;40314089.1;46260804.39;;;5299469.05;1412021;;;;;5299469.05;1412021;;;-216631.93;-216631.93;0;0;0;0;0;0;0;0;0;0;-55825.62;-55825.62;0;0;-60318.48;-60318.48;0;0;0;0;-37850.39;-37850.39;0;0;0;0;0;0;-372118.02;-345805.74;-742744.44;-716432.16;44870813.71;46956393.23;46956393.23;44608573.5685;;2347819.66;46956393.2285;0;46956393.2285;1
07.789.135/0001-27;2024-06-30;1;;;;;;;;;0;0;88951635.72;83757340.62;0;0;0;0;0;0;0;0;-17835618.9;-1956254.59;71116016.82;81801086.03;0;0;-330189.64;-330189.64;0;0;10886618.19;10886618.19;10556428.55;10556428.55;81672445.37;92357514.58;;;2730381.64;-50958594.98;;;;;2730381.64;-50958594.98;;;-435293.17;-435293.17;0;0;0;0;0;0;0;0;0;0;-148222.83;-148222.83;0;0;-692695.25;-692695.25;0;0;0;0;-58779.63;-58779.63;0;0;0;0;0;0;-1006214.38;-996299.68;-2341205.26;-2331290.56;82061621.75;39067629.04;39067629.04;37114247.588;;1953381.45;39067629.038;-25999999.82;13067629.218;1
08.014.513/0001-63;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;6438164.45;6438164.45;0;0;0;0;0;0;0;0;0;0;6438164.45;6438164.45;0;0;0;0;0;0;0;0;0;0;6438164.45;6438164.45;196648.74;196648.74;0;0;0;0;-34347.88;-34347.88;162300.86;162300.86;0;0;-243904.55;-243904.55;0;0;0;0;0;0;0;0;0;0;-11637.55;-32585.04;0;0;-7589.49;0;0;0;-11937.2;-11937.2;0;0;-1724.96;0.04;0;0;-22;-22;-4229.9;-4229.9;-281045.65;-292678.65;6319419.66;6307786.66;6307786.66;5992397.327;;0;5992397.32;-2019233.35;3973163.97;0.95
08.014.513/0001-63;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;6164105.13;6164105.13;0;0;0;0;0;0;0;0;0;0;6164105.13;6164105.13;0;0;0;0;0;0;0;0;0;0;6164105.13;6164105.13;235843.07;235843.07;0;0;0;0;-58619.6;-58619.6;177223.47;177223.47;0;0;-236859.48;-236859.48;0;0;0;0;0;0;0;0;0;0;-12637.51;-1000;0;0;-7589.49;-15178.98;0;0;-205720;-205720;0;0;-1725;0;0;0;0;0;-9233.77;-9233.77;-473765.25;-467992.23;5867563.35;5873336.37;12181123.03;11572066.8785;;0;12181123.0285;-8188207.57;3992915.4585;1
08.098.114/0001-28;2024-03-28;1;;;;;;;;;0;0;18847508.78;18813228.25;-196372.82;-196372.82;;;;;;;31065.02;31065.02;18682200.98;18647920.45;;;;;;;;;0;0;18682200.98;18647920.45;364124.09;244554.25;39788.26;;;;;;403912.35;244554.25;;;-1754680.24;-1754016.01;;-756099.89;;;;;;;-100.72;-77.34;-13129.03;;;;-106026.94;-69947.84;;;;;-2886.94;-2886.94;;;;;;;-74.44;-74.44;-1876898.31;-2583102.46;17209215.02;16309372.24;16309372.24;15493903.628;;;16017703.198;-10678468.8;5339234.398;0.982116
08.098.114/0001-28;2024-06-28;1;;;;;;;;;0;0;17883160.17;18234675.87;-286584.13;-286532.61;34566522.2;6913304.44;;;-8805071.86;;;;43358026.38;24861447.7;;;-1104041.38;;;;;;-1104041.38;0;42253985;24861447.7;452347.03;326432.49;26525.69;;;;;;478872.72;326432.49;;;-1836310.78;-1826708.15;-1307752.67;;-2050000;-2050000;;;;;-79.59;-77.7;-13560.97;;;;-93826.89;-83694.47;;;;;-8660.86;-8660.86;-215776.38;-215776.38;;;;;-85.36;-85.86;-5526053.5;-4185003.42;37206804.22;21002876.77;37312251.04;35446638.488;;;35505908.758;-29009840.24;6496068.518;0.951588
08.098.114/0001-28;2024-09-30;1;;;;;;;;;0;0;18142093.6;17841104.72;-657965.93;-234639.51;16070634.34;8035317.17;;;-15580634.34;;;;17974127.67;25641782.38;;;;;;;;;0;0;17974127.67;25641782.38;560222.12;1782259.11;;;;;;;560222.12;1782259.11;;;-1931905.3;-1905008.55;-1462097.05;-1307752.67;;;;;;;-6.8;-29.43;-21845.96;-66500.01;;;-136745.06;-135813.08;;;;;-1517.76;-1517.76;;;;;-11972.4;-11972.4;-437.25;-437.25;-3566527.58;-3429031.15;14967822.21;23995010.34;23995010.34;22795259.823;;;25628325.113;-17085550.08;8542775.033;1.068069
08.417.532/0001-30;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;3451665.75;3705748.17;0;0;0;25000000;0;-10747247.23;0;0;0;0;3451665.75;17958500.94;0;0;0;0;0;0;0;0;0;0;3451665.75;17958500.94;18954994.79;682789.96;0;0;0;0;-11937638.64;0;7017356.15;682789.96;;;-551839.24;-576451.99;0;0;0;0;0;0;0;0;0;0;-24074.69;-96299.69;0;0;0;0;0;0;-60452.98;-60452.98;0;0;-21840;-21840;0;0;-6079.55;-6079.55;-174944.39;-175861.39;-839230.85;-936985.6;9629791.05;17704305.3;17704305.3;16819090.035;;0;16819090.035;0;16819090.035;0.95
08.417.532/0001-30;2024-06-30;1;;;;;;;;;0;0;3609492.71;3624007.27;0;0;0;0;0;0;0;0;-12445;-12445;3597047.71;3611562.27;7140715.5;792326.37;;;;;;;7140715.5;792326.37;10737763.21;4403888.64;;;;;;;;;0;0;;;-545656.16;-532274.3;;;;;;;;;0;0;-32675.58;-8600.58;;;-20238.66;-20238.66;;;-12173.97;-12173.97;;;0;0;;;-207.96;-207.96;-207032.46;-207032.46;-817984.79;-780527.93;9919778.42;3623360.71;21327666.01;20261282.7095;;;21136950.0095;-217760.54;20919189.4695;0.991058
08.417.532/0001-30;2024-09-30;1;;;;;;;;;0;0;3608265.19;3633225.95;0;0;11000000;6600000;-12700000;-3067476.31;0;0;0;0;1908265.19;7165749.64;6598319.96;500575.27;;;;;;;6598319.96;500575.27;8506585.15;7666324.91;;;;;;;;;0;0;;;-543098.11;-544067.19;;;;;;;;;0;0;-24075;0;;;-10119.33;-10119.33;;;-50075.03;-50075.03;;;0;0;;;-8048.1;-8048.1;-87067.21;-87067.21;-722482.78;-699376.86;7784102.37;6966948.05;6966948.05;6618600.6475;;;-0.0025;0;-0.0025;0
08.431.747/0001-06;2024-03-31;1;;;;;;;;;0;0;41127048.02;49697213.44;;;3605292.6;32285296.22;;;-739732.04;;;;43992608.58;81982509.66;14580807.05;14709756.18;13329249.97;;-4638.99;-1883097.94;;;27905418.03;12826658.24;71898026.61;94809167.9;6236278.4;6236278.4;;;;;;;6236278.4;6236278.4;;;-4240432.77;-4208965.92;;;;;;;;;-219227.55;-218666.14;-56367.05;;;;-64571.87;-49735.01;-27.38;;-108759.28;-151259.28;;0;-20452.52;-19292.33;;;-13382.21;-13311.45;-8832007.1;-5738460.01;-13555227.73;-10399690.14;64579077.28;90645756.16;90645756.16;86113468.352;;;66831450.002;-44554300;22277150.002;0.737282
08.431.747/0001-06;2024-06-30;1;;;;;;;;;0;0;47866840.25;42793916.3;;;322409.9;0;;;-20798841.6;0;;;27390408.55;42793916.3;19590691.05;13476107.29;-33482907.07;;92920.71;-364553.76;;;-13799295.31;13111553.53;13591113.24;55905469.83;1210621.02;1210621.02;;;;;;;1210621.02;1210621.02;;;-4192459.61;-4297110.69;;;;;;;;;-222604.83;-224025.4;-66628.59;-171991.01;;;-68111.86;-117741.19;-12459.3;;-312592.62;-315121.2;;;-33726.42;;;;-123.56;-403.2;-7586912.91;-5635358.21;-12495619.7;-10761750.9;2306114.56;46354339.95;137000096.11;130150091.3045;;;133662900.0045;-111385750;22277150.0045;0.975641
08.693.497/0001-82;2024-03-31;2;;;;;;;;;0;0;6246062.08;6637743.08;-692782.16;-403174.97;;;;;;;-378968;-457318.38;5174311.92;5777249.73;;;121972.53;;;;;;121972.53;0;5296284.45;5777249.73;;;-264.5;;63445.16;63445.16;;;63180.66;63445.16;;;-469688.04;-431733.28;;;-249476.92;-247491.58;;;;;;;;-14350;;;-43374.76;-36575.97;-182393.64;-91196.82;-37918.5;-37918.5;;;-12150;-12150;;;-105;-105;12369.01;-104191.25;-982737.85;-975712.4;4376727.26;4864982.49;4864982.49;4621733.3655;;;-0.0045;0;-0.0045;0
08.693.497/0001-82;2024-06-30;1;;;;;;;;;0;0;8004494.93;7805737.81;-468395.03;-490634.53;;;;;16259000;;-372885.14;-544500.06;23422214.76;6770603.22;;;-128454.79;;;;;;-128454.79;0;23293759.97;6770603.22;;;15.84;;156293.52;156293.52;;;156309.36;156293.52;;;-453435.71;-434113.8;;;-258309.38;-255350.01;;;;;;;-2380;-2870;;;-134358.68;-173539.36;-806027.71;-806027.71;-185423.99;-185423.99;;;-79000;-79000;;;-1023.65;-1023.65;-179086.31;-15455.46;-2099045.43;-1952803.98;21351023.9;4974092.76;9839078.14;9347124.233;;;9358286.253;0;9358286.253;0.951134
