CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
32.903.521/0001-45;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;4257009.09;4245617.92;-138530.98;;;;;;4118478.11;4245617.92;4118478.11;4245617.92;201547.06;168407.71;-29962.15;;;;;;171584.91;168407.71;;;-348770.4;-364736.08;;;;;;;;;-9521.96;-10517.57;-13300;-13300;;;-7424.28;-20238.66;;;;;;;;;;;;;-37918.14;-52927.26;-416934.78;-461719.57;3873128.24;3952306.06;8443786.12;8021596.814;;;8626169.884;-8626169.88;0.004;1.0216
32.903.621/0001-71;2024-03-28;1;;;;;;;;;0;0;32333352.75;32280212.01;-345421.53;-345421.53;;;;;;;9236030.78;-2500623.9;41223962;29434166.58;;;-18688;;259538.38;259538.38;238380.17;238380.17;479230.55;497918.55;41703192.55;29932085.13;1266633.03;507075.14;199560.04;;;;;;1466193.07;507075.14;;;-2597599.17;-2539359.1;;-1184244.42;;;;;;;-59511.88;-58876.13;-12603.82;;;;-325280.27;-171486.12;;;;;;;;;;;;;-7.5;-7.5;-2995002.64;-3953973.27;40174382.98;26485187;26485187;25160927.65;;;28105348.74;-18736899.16;9368449.58;1.061172
32.903.621/0001-71;2024-06-28;1;;;;;;;;;0;0;32096427.53;32555199.11;-462177.52;-454414.88;;;;;9190055.89;;-5084135.44;-2523125.84;35740170.46;29577658.39;;;-543635.31;;;;174837.57;174837.57;-368797.74;174837.57;35371372.72;29752495.96;1162890.62;362074.01;116665.5;;;;;;1279556.12;362074.01;;;-2525066.81;-2603185;-982625.8;;;-7762.64;;;-105000;-105000;-46579.68;-46570.96;-13018.68;;;;-159354.51;-112389.62;;;;;;;;;;;;;-20;-20;-3831665.48;-2874928.22;32819263.36;27239641.75;53724828.75;51038587.3125;;;56210697.4825;-46842247.9;9368449.5825;1.04627
32.903.621/0001-71;2024-09-30;1;;;;;;;;;0;0;31078460.49;30917128.32;-714117.55;-830566.94;;;;;;;-5187990.77;-2549021.82;25176352.17;27537539.56;;;-162741.12;;;;194950.3;194950.3;32209.18;194950.3;25208561.35;27732489.86;1457022.55;8640253.13;;;;;;;1457022.55;8640253.13;;;-2482552.62;-2475231.64;-285270.95;-982625.8;-359114.74;-35000;;;-45000;-45000;-46984.33;-46863.66;-28974.21;-63680.01;;;-341351.69;-340307.66;;;;;;;-43000;-43000;;;-37.13;-37.13;-723.96;6322.51;-3633009.63;-4025423.39;23032574.27;32347319.6;32347319.6;30729953.62;;;28105348.74;-18736899.16;9368449.58;0.868862
32.903.661/0001-13;2024-03-28;1;;;;;;;;;0;0;4923599.82;4923599.82;-20090.34;-20090.34;;;;;;;-394676.61;-401023.39;4508832.87;4502486.09;;;;;;;;;0;0;4508832.87;4502486.09;60118.64;60118.64;;;;;2523.76;2523.76;62642.4;62642.4;;;-501136.53;-501153.16;;;;;;;;;-18939.1;-14172.61;-8528.41;0;;;-24644.68;-14902.43;;;;;;;;;;;;;-10.5;-10.5;-553259.22;-530238.7;4018216.05;4034889.79;4034889.79;3833145.3005;;;4036499.9505;-2631499.95;1405000.0005;1.000399
32.903.661/0001-13;2024-06-28;1;;;;;;;;;0;0;4988032.51;4923599.82;-14296.89;-14296.89;;;;;14411824.12;;-333216.57;-333121.68;19052343.17;4576181.25;;;;;;;;;0;0;19052343.17;4576181.25;39608.99;39608.99;;;;;3280.01;3280.01;42889;42889;;;-519061.88;-515331.77;;;;;;;;;-14470.17;-14443.07;-8809.84;;;;-20455.59;-31164.53;;;;;-27030.36;;-13400;-13400;;;;;-5;-5;-603232.84;-574344.37;18491999.33;4044725.88;8079615.88;7675635.086;;;8082499.996;-6528500;1553999.996;1.000357
32.903.661/0001-13;2024-09-30;1;;;;;;;;;0;0;4072613.43;4504253.82;-25283.91;-52314.27;15758310.13;15758310.13;;;-21345488.13;;-225283.61;-288850.09;-1765132.09;19921399.59;;;;;;;;;0;0;-1765132.09;19921399.59;344650.89;344650.89;;;;;;;344650.89;344650.89;;;-518906.33;-527823.88;;;;;;;;;-14552.13;-14524.9;-19491.95;-42999.99;;;-118608.21;-117859.61;;;;;;;;;;;-91.88;-91.88;-391.79;-379.25;-672042.29;-703679.51;-2092523.49;19562370.97;19562370.97;18584252.4215;;;19562000.0015;-18479000;1083000.0015;0.999981
32.903.702/0001-71;2024-03-31;1;;;;;;;;;0;0;3966507.31;4020261.37;;;;;;;;;;464134.5;3966507.31;4484395.87;8687267.16;8687086.71;-4197371.17;;;9233.8;1341018.78;;5830914.77;8696320.51;9797422.08;13180716.38;596040.8;499056.38;-79743.56;;;;-181.38;;516115.86;499056.38;;;-1272060.88;-1309191.93;;;;;;;;;-37405.17;-39060.2;;;;;-18471.09;-410498.06;;;;;;;;;;;;;-1077081.22;-1023312.44;-2405018.36;-2782062.63;7908519.58;10897710.13;10897710.13;10352824.6235;;;10352824.6235;-10342448.48;10376.1435;0.95
32.903.702/0001-71;2024-06-30;1;;;;;;;;;0;0;4122026.55;4069737.63;;;;;;;;;;;4122026.55;4069737.63;6903600.06;6888750.11;-13874019.94;;;19340.15;2306615.11;;-4663804.77;6908090.26;-541778.22;10977827.89;435955.8;367961.23;-62358.88;;;;-145.84;;373451.08;367961.23;;;-1344031.28;-1329123.41;;;;;;;;;-24510.8;-26614.26;-50779;-50779;;;-136825.34;-539233.27;;;;;;;;;;;;;-661681.48;-118157.71;-2217827.9;-2063907.65;-2386155.04;9281881.47;20179591.6;19170612.02;;;19484434.19;-19484434.19;0;0.965551
33.046.142/0001-49;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;14198286.36;18034934.66;0;0;0;0;0;0;0;0;-12356997.05;-12393892.1;1841289.31;5641042.56;1206546;1206546;0;0;0;0;0;0;1206546;1206546;3047835.31;6847588.56;717788.86;717788.86;0;0;0;0;-326024.84;-326024.84;391764.02;391764.02;0;0;-166342.52;-166342.52;0;0;-59016.07;-59016.07;0;0;0;0;0;0;-44505;-124614;0;0;-10119.33;0;0;0;-111935.3;-111935.3;0;0;-28487.49;0;0;0;-492.58;-492.58;-1184231.22;-1184231.22;-1605129.51;-1646631.69;1834469.82;5592720.89;5592720.89;5313084.8455;;0;5592720.89;-4391180.58;1201540.31;1
33.046.142/0001-49;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;15175529.95;14467857.06;0;0;0;0;0;0;30293789.9;0;-9545155.91;-9567240.55;35924163.94;4900616.51;7622820.38;7622820.38;65293598.06;0;0;0;0;0;72916418.44;7622820.38;108840582.38;12523436.89;3899306.58;3899306.58;0;0;0;0;-597730.83;-597730.83;3301575.75;3301575.75;0;0;-218346.51;-218346.51;0;0;-64171.1;-64171.1;0;0;0;0;-195.96;-195.96;3515;0;0;0;-11665.12;-21784.44;0;0;-41322.31;-41322.31;0;0;-84925.53;-43950;0;0;-69.43;-69.43;-1767252.33;-1767252.33;-2184433.29;-2157092.08;109957724.84;13667920.56;19260641.45;18297609.3775;;0;40073139.71;-24186773.31;15886366.4;2.080571
33.354.650/0001-94;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-166654.5;-242873.31;0;0;-20074.5;-20074.5;0;0;0;0;0;0;0;0;0;0;-7964.2;-736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-194693.2;-263683.81;-194693.2;-263683.81;-263683.81;0;;;0;0;0;0
33.354.650/0001-94;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-338624.13;-414890.74;0;0;-40149;-40149;0;0;0;0;0;0;0;0;0;0;-16622.73;-32565.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-395395.86;-487605.7;-395395.86;-487605.7;-487605.7;0;;0;0;0;0;0
33.554.611/0001-30;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-24328.92;-24328.92;;;;;;;;;-8109.66;-8109.66;-14329;-8900;;;-1771.68;;;;;;;;;;;;;;-196;-196;-48735.26;-41534.58;-48735.26;-41534.58;0;0;;;0;0;0;0
33.554.611/0001-30;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-24328.92;-24328.92;;;;;;;;;-8109.66;-8109.66;-445;;;;-7754.14;-7115.15;;;;;;;;;;;;;-392;-392;-41029.72;-39945.73;-41029.72;-39945.73;0;0;;;0;0;0;0
33.701.455/0001-93;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;2632879.53;2632879.53;0;0;0;0;0;0;88514.46;0;146003.11;0;2867397.1;2632879.53;0;0;0;0;0;0;0;0;0;0;2867397.1;2632879.53;0;0;0;0;0;0;0;0;0;0;;;-133270.31;-74832.12;0;0;0;0;0;0;0;0;0;0;-5434.54;-17492.71;0;0;-2973.83;-418;0;0;0;0;0;0;-4000;-4000;0;0;0;0;-172.85;-170.25;-145851.53;-96913.08;2721545.57;2535966.45;2535966.45;2409168.1275;;0;2409168.1275;0;2409168.1275;0.95
33.701.455/0001-93;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;1752431.32;1752431.32;0;0;0;0;0;0;55061.08;0;117715.04;0;1925207.44;1752431.32;0;0;0;0;0;0;0;0;0;0;1925207.44;1752431.32;0;0;0;0;0;0;0;0;0;0;;;-262328.45;-262486.23;0;0;0;0;0;0;0;0;0;0;-6225.35;0;0;0;-3197.72;-13485.14;0;0;0;0;0;0;0;0;0;0;0;0;-13.65;-13.65;-271765.17;-275985.02;1653442.27;1476446.3;4012412.75;3811792.1125;;0;3811792.1125;0;3811792.1125;0.95
33.701.485/0001-08;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;0;0;0;;;-13707437.9;;;;;;-13707437.9;0;-13707437.9;0;;;;;;;;;0;0;;;-35498.9;-40999.14;;;;;;;;;;;-6206.83;;;;-11120.1;-16713.56;;;-654045.02;0;;;;;;;;;0;195940.78;-706870.85;138228.08;-14414308.75;138228.08;0;0;;;0;0;0;0
33.701.485/0001-08;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;0;0;0;;;5547167.1;;;;;;5547167.1;0;5547167.1;0;;;;;;;;;0;0;;;-18641.4;-18641.4;;;;;;;;;;;;;;;-2918.43;-10006.88;;;;0;;;;;;;;;0;0;-21559.83;-28648.28;5525607.27;-28648.28;-63125.63;0;;;0;0;0;0
33.701.485/0001-08;2024-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;-3213357.05;5804377.92;;;;;-3213357.05;5804377.92;-3213357.05;5804377.92;81965.02;83493.73;;;;;;;81965.02;83493.73;;;-18641.4;-18641.4;;;;;;;;;;;;;;;-20237.62;-19046.13;;;-20000;-20000;;;;;;;;;-61500;-58500;-120379.02;-116187.53;-3251771.05;5771684.12;5771684.12;5483099.914;;;5483099.914;0;5483099.914;0.95
33.701.501/0001-54;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-494035.77;-495436.31;;;;;;;;;;;-14800;-19800;;;-13158.51;-8358.89;;;;;;;-13850;-13850;;;;;-6069.5;-6068.1;-541913.78;-543513.3;-541913.78;-543513.3;-543513.3;0;;;0;0;0;0
33.701.501/0001-54;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;3217118;0;0;0;0;0;0;0;3217118;0;3217118;0;;;;;;;;;0;0;;;-504453.85;-501983.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-13683.89;-28881.62;0;0;0;0;0;0;0;0;0;0;0;0;-6088.9;-6088.9;-524226.64;-536953.66;2692891.36;-536953.66;-1080466.96;0;;;0;0;0;0
33.701.887/0001-02;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;-3600000;;-3600000;0;;;;;;;429935.34;429935.34;429935.34;429935.34;-3170064.66;429935.34;12648.21;12648.21;;;;;;;12648.21;12648.21;;;-90252.75;-92360.27;;;;;;;;;;;-1135.96;-10900;;;-15702.25;-15702.25;;;;;;;-27430.44;-39300;;;;;-723.04;-170.4;-135244.44;-158432.92;-3292660.89;284150.63;284150.63;269943.0985;;;269943.0985;0;269943.0985;0.95
33.701.887/0001-02;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;2394348.14;;2394348.14;0;;;;;;;244793.15;244793.15;244793.15;244793.15;2639141.29;244793.15;9906.2;9906.2;;;;;;;9906.2;9906.2;;;-89220.11;-89015.33;;;;;;;;;;;-3147.48;;;;-219002.92;-236396.78;;;;;;;-13519.56;-1650;;;;;-1231.05;-1668.65;-326121.12;-328730.76;2322926.37;-74031.41;210119.22;199613.259;;;199613.259;0;199613.259;0.95
33.842.871/0001-01;2024-03-31;1;;;;;;;;;0;0;7263064.83;6308587.93;;;;;;;;;;;7263064.83;6308587.93;;;;;;;;;0;0;7263064.83;6308587.93;2610431.93;2610431.93;;;;;;;2610431.93;2610431.93;;;-88958.92;-89933.1;;;-830.34;-830.34;;;;;-16907.87;-16907.87;-27077.64;-44700;;;-430166.29;-422995.69;;;;;;;;;;;;;-6081021.87;-5292983.43;-6644962.93;-5868350.43;3228533.83;3050669.43;3050669.43;2898135.9585;;;-0.0015;0;-0.0015;0
33.842.871/0001-01;2024-06-30;1;;;;;;;;;0;0;7194168.18;7318096.17;;;;;;;;;;;7194168.18;7318096.17;;;;;;;;;0;0;7194168.18;7318096.17;2601398.17;2601398.17;;;;;;;2601398.17;2601398.17;;;-93733.88;-94656.07;;;-326.5;-326.5;;;;;-10512.04;-10512.04;-5660.6;;;;-469035.31;-476325.42;;;;;;;;;;;-759.15;-759.15;-2677457.23;-4923108.59;-3257484.71;-5505687.77;6538081.64;4413806.57;7375904.71;7007109.4745;;0;7007109.4745;0;7007109.4745;0.95
33.884.145/0001-51;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;1708864.28;1708864.28;-1099939.69;;191384.81;191384.81;138803.09;138803.09;939112.49;2039052.18;939112.49;2039052.18;132867.24;132867.24;;;;;;;132867.24;132867.24;;;-150495.34;-151164.65;;;;;;;;;-5377.45;-5275.49;-15758.21;-65515.1;;;-33036.72;-29999.53;;;;;;;;;;;;;-1124.62;860238.83;-205792.34;608284.06;866187.39;2780203.48;2780203.48;2641193.306;;0;2122638.296;-1393993.7;728644.596;0.763483
33.884.145/0001-51;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;2733574.45;2733574.45;-1167472.48;-695875.1;-627541.19;-627541.19;168965.93;168965.93;1107526.71;1579124.09;1107526.71;1579124.09;118113.96;118113.96;;;;;;;118113.96;118113.96;;;-152270.56;-152915.04;;;;;;;;;-5328.04;-5323.66;-16313.85;;;;-29802.24;-32839.43;;;;;;;;;;;;;-4004.71;158039.15;-207719.4;-33038.98;1017921.27;1664199.07;4444402.55;4222182.4225;;;4308295.6425;-3579651.04;728644.6025;0.969376
33.884.197/0001-28;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;2.06;2.06;;;;;;;2.06;2.06;;;-23288.22;-23288.22;;;;;;;;;;;-16500;-16500;;;-2614.11;-2614.11;;;;;;;-5300;-5300;;;;;-441.2;-260;-48143.53;-47962.33;-48141.47;-47960.27;-47960.27;0;;;0;0;0;0
33.884.197/0001-28;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;1.37;1.37;;;;;;;1.37;1.37;;;-23288.22;-23288.22;;;;;;;;;;;;;;;-1333.5;-9486.88;;;;;;;-5300;-5300;;;;;-338.8;-520;-30260.52;-38595.1;-30259.15;-38593.73;-86554;0;;;0;0;0;0
34.007.109/0001-72;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249168.47;209021.54;-773863.99;0;0;-202636.14;84333.05;84333.05;-440362.47;90718.45;-440362.47;90718.45;138568.77;140745.32;0;0;0;0;0;0;138568.77;140745.32;;;-27045.35;-26887.82;0;0;0;0;0;0;0;0;-1843.91;-2568.24;-12200;-37024.8;0;0;-5840.32;-5998.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46929.58;-72479.18;-348723.28;158984.59;158984.59;151035.3605;;;185000.0005;-185000;0.0005;1.163635
34.007.109/0001-72;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603440.9;512073.98;-297571.45;0;0;-202636.14;172809.76;172809.76;478679.21;482247.6;478679.21;482247.6;280215.59;282392.14;0;0;0;0;0;0;280215.59;282392.14;;;-54922.48;-54818.22;0;0;0;0;0;0;0;0;-4360.89;0;-24800;-37024.8;0;0;-12981.12;-17998.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-97064.49;-109841.92;661830.31;654797.82;654797.82;622057.929;;0;649999.999;-520000;129999.999;0.992673
34.007.109/0001-72;2024-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;409853.18;210824.38;-259741.46;0;0;0;91929.47;91929.47;242041.19;302753.85;242041.19;302753.85;148497.03;144149.03;0;0;0;0;0;0;148497.03;144149.03;;;-29259.6;-28803.97;0;0;0;0;0;0;0;0;0;0;-13200;0;0;0;-9046.11;-9036.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51505.71;-37840.33;339032.51;409062.55;409062.55;388609.4225;;;400000.0025;-400000;0.0025;0.977846
34.027.774/0001-28;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;61867.88;61867.88;-1140848.08;;1102544.52;1102544.52;2072871.69;2072871.69;2096436.01;3237284.09;2096436.01;3237284.09;146094.8;146094.8;;;;;;;146094.8;146094.8;;;-182412.29;-178716.04;;-170311.08;-3368.34;-3368.34;;;;;-5434.13;-5366.52;9144.39;-8750;;;-248593.61;-243733.74;145.08;145.08;;;;;;;;;;;-13838.74;-52491.68;-444357.64;-662592.32;1798173.17;2720786.57;2720786.57;2584747.2415;;;2393524.0815;-1595682.72;797841.3615;0.879718
34.027.774/0001-28;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;60213.4;60213.4;-4773387.41;;548308.68;548308.68;2088467.09;2088467.09;-2076398.24;2696989.17;-2076398.24;2696989.17;97975.58;97975.58;;;;;;;97975.58;97975.58;;;-183353.79;-185576.03;;-170311.08;-3368.34;-3368.34;;;;;-5152.39;-5152.39;-3112.2;;;;-136886.97;-141746.84;-149.77;-149.77;;;;;;;;;;;-920;37732.94;-332943.46;-468571.51;-2311366.12;2326393.24;5047179.81;4794820.8195;;0;4794820.8195;-3989206.8;805614.0195;0.95
34.081.611/0001-23;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3944526.64;3944526.64;-3529350.89;0;2776221.31;2776221.31;-555232.22;-555232.22;2636164.84;6165515.73;2636164.84;6165515.73;33944.26;32432.46;0;0;0;0;-7928.85;-7928.85;26015.41;24503.61;0;0;-502632.95;-502632.95;0;-516253.59;0;0;0;0;0;0;-1583.56;-1583.56;-11250;0;0;0;-7589.49;0;0;0;-4965.7;-4965.7;0;0;0;0;0;0;0;0;169413.84;169413.84;-358607.86;-856021.96;2303572.39;5333997.38;5333997.38;5067297.511;;0;5333997.38;-3574303.6;1759693.78;1
34.081.611/0001-23;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4602663.29;4602663.29;-6655595.17;-25353.51;1895621.45;1895621.45;-379974.22;-379974.22;-537284.65;6092957.01;-537284.65;6092957.01;25049.72;33436.03;0;0;0;0;-8004.72;-8004.72;17045;25431.31;0;0;-486850.22;-486850.22;8.43;-516253.33;0;0;0;0;0;0;-1646.34;-1646.34;-13850;-14100;0;0;-7589.49;-15178.98;0;0;-850.49;-850.49;0;0;0;0;0;0;0;0;-3921.48;-3921.48;-514699.59;-1038800.84;-1034939.24;5079587.48;10413584.86;9892905.617;;0;10212296;-8552797.9;1659498.1;0.980671
34.081.631/0001-02;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;-419.09;;-419.09;0;;;-52.8;;;;1577357.54;1577357.54;1577304.74;1577357.54;1576885.65;1577357.54;4021.99;42891.05;;;8396.32;7971.97;;;12418.31;50863.02;;;-116680.11;-74183.53;;;;;;;;;;;;;;;-7959.25;-5033.24;;;-15000;-15000;;;;;;;;;-19903.65;-19643.27;-159543.01;-113860.04;1429760.95;1514360.52;1514360.52;1438642.494;;;1438642.494;-1350532.1;88110.394;0.95
34.081.631/0001-02;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;1135545.19;1135545.19;1135545.19;1135545.19;1135545.19;1135545.19;;;1593.98000000098;;20406.949999999;20406.95;;;22000.93;20406.95;;;-117553.08;-57553.08;;;-10000;;;;;;;;;;;;-21982.79;-31481.37;;;-5000;-5000;;;;;;;;;-19989.84;-30004.68;-174525.71;-124039.13;983020.41;1031913.01;2546548.71;2419221.2745;;;2524688.6645;-2117612.27;407076.3945;0.991416
34.081.637/0001-71;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;2911169.34;2911169.34;0;0;0;0;0;0;0;0;-49813.72;-2701847.12;2861355.62;209322.22;0;0;-866918.09;0;0;0;727302.07;6468879.2;-139616.02;6468879.2;2721739.6;6678201.42;1119.99;0;0;0;8431.19;8096.39;0;0;9551.18;8096.39;;;-374438.1;-373446.95;-136701.91;-136701.91;-20959.69;-20959.69;0;0;0;0;0;0;0;0;0;0;-20930.11;-13790.99;-51381.68;-40000;-7500;-7500;0;0;-10000;-10000;0;0;-127985.18;-127985.18;-4664.48;-4665.48;-754561.15;-735050.2;1976729.63;5951247.61;5951247.61;5653685.2295;;;5433233.0795;-3554958;1878275.0795;0.912957
34.081.637/0001-71;2024-06-30;1;;;;;;;;;0;0;2964476.59;2911169.34;;;;;;;;;-54981.92;-1329717.25;2909494.67;1581452.09;;;-35571736.37;-30580911.84;;;2275246.68;6221711.12;-33296489.69;-24359200.72;-30386995.02;-22777748.63;;;-406269.06;;7194.25000000009;7194.25;;;-399074.81;7194.25;;;-394265.32;-395937.33;;;-8000;-8000;;;;;;;-20860;-45860;;;-12306.11;-42934.91;-11754.86;;-80130.22;-80130.22;;;;;;;-82077.46;-82077.46;-4744.58;-4644.58;-614138.55;-659584.5;-31400208.38;-23430138.88;-17018271.7;0;;9275159.38;9275159.38;-9275159.38;0;0
34.197.700/0001-30;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;6393.87;24322.6;;;;;;24322.6;6393.87;;;-43779.21;-29186.14;;;;;;;;;-43779.18;-29186.12;-2869.17;;;;-7253.34;-4212.46;-3488.02;;;;;;;;;;;;-1500.74;-5.01;-102669.66;-62589.73;-78347.06;-56195.86;-56195.86;0;;;0;0;0;0
34.197.700/0001-30;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;77.75;77.72;19392.12;15028.89;;;;;19469.87;15106.61;;;-50950.1;-50950.1;;;;;-232.32;;;;-43779.18;-58372.24;-2963.24;-11900;;;-6896.62;-40822.56;-4637.97;;;;;;;;;;;;-1279.49;-266.36;-110738.92;-162311.26;-91269.05;-147204.65;-203400.51;0;;;0;0;0;0
34.197.727/0001-22;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;2662725.57;;;;1176227.33;1198273.64;3838952.9;1198273.64;3838952.9;1198273.64;255314.02;255314.02;;;;;;;255314.02;255314.02;;;-430576.73;-427259.61;;;-13141.29;-13141.29;;;;;-15936.33;-11732.05;-66790.82;;;;-100640.19;-67120.03;;;;;;;;;;;;;-40460.74;5069.94;-667546.1;-514183.04;3426720.82;939404.62;939404.62;892434.389;;;-0.001;0;-0.001;0
